name,fullname,synonyms,three_letter_code,parent,drugbank_id,release_status
CJB,"1-beta-D-glucopyranosylpyrimidine-2,4(1H,3H)-dione","1-D-glucopyranosyl-uracil<br> 1-beta-D-glucosylpyrimidine-2,4(1H,3H)-dione<br> 1-D-glucosylpyrimidine-2,4(1H,3H)-dione<br>
1-glucosylpyrimidine-2,4(1H,3H)-dione
",CJB,,,REL
CJW,"6-[5-[(2~{S},3~{R},4~{R},5~{S},6~{R})-6-(hydroxymethyl)-3,4,5-tris(oxidanyl)oxan-2-yl]-1~{H}-1,2,4-triazol-3-yl]naphthalene-2-carboxylic acid",,CJW,,,REL
CJX,"(2R,3S,4S,5R,6R)-2-(aminomethyl)-6-[(1R,2S,3S,4R,6S)-4,6-bis(azanyl)-3-[(2S,3R,4S,5S,6R)-6-(hydroxymethyl)-3,4,5-tris(oxidanyl)oxan-2-yl]oxy-2-oxidanyl-cyclohexyl]oxy-oxane-3,4,5-triol","3""-deamino-3""-hydroxykanamycin A",CJX,,,REL
CK0,"(2S,3R,4S,5S,6R)-2-[(1S,2S,3R,4S,6R)-3-[(2R,3R,4R,5S,6R)-6-(aminomethyl)-3-azanyl-4,5-bis(oxidanyl)oxan-2-yl]oxy-4,6-bis(azanyl)-2-oxidanyl-cyclohexyl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol","3""-deamino-3""-hydroxykanamycin B",CK0,,,REL
CKB,"1-beta-D-glucopyranosyl-5-methylpyrimidine-2,4(1H,3H)-dione","1-D-glucopyranosyl-thymine<br> 1-beta-D-glucosyl-5-methylpyrimidine-2,4(1H,3H)-dione<br>
1-D-glucosyl-5-methylpyrimidine-2,4(1H,3H)-dione<br> 1-glucosyl-5-methylpyrimidine-2,4(1H,3H)-dione
",CKB,,,REL
CKP,6-O-phosphono-beta-D-psicofuranosonic acid,"(2R,3R,4S,5R)-2,3,4-TRIHYDROXY-5-[(PHOSPHONATOOXY)METHYL]TETRAHYDROFURAN-2-CARBOXYLIC ACID<br>
2-KETO-6-PHOSPHATE-D-GLUCONIC ACID, ALPHA-FURANOSE FORM<br> 6-O-phosphono-beta-D-psicosonic acid<br>
6-O-phosphono-D-psicosonic acid<br> 6-O-phosphono-psicosonic acid
",CKP,PSV,DB04663,REL
CKQ,"4-[4-[5-[(2~{S},3~{R},4~{R},5~{S},6~{R})-6-(hydroxymethyl)-3,4,5-tris(oxidanyl)oxan-2-yl]-4~{H}-1,2,4-triazol-3-yl]phenyl]benzoic acid",,CKQ,,,REL
CKW,"(2~{R},3~{S},4~{R},5~{R},6~{S})-2-(hydroxymethyl)-6-[5-(4-phenylphenyl)-4~{H}-1,2,4-triazol-3-yl]oxane-3,4,5-triol",,CKW,,,REL
CKZ,"(2~{S},3~{R},4~{R},5~{S},6~{R})-2-[5-(9~{H}-fluoren-2-yl)-4~{H}-1,2,4-triazol-3-yl]-6-(hydroxymethyl)oxane-3,4,5-triol",,CKZ,,,REL
CL4,"N-{3-[5-(6-AMINO-PURIN-9-YL)-3,4-DIHYDROXY-TETRAHYDRO-FURAN-2-YL]-ALLYL}-2,3-DIHYDROXY-5-NITRO-BENZAMIDE",,CL4,,DB03907,REL
CL9,2-chloro-2'-deoxyadenosine,,CL9,,DB00242,REL
CLJ,Calicheamicin alpha3I,"S-[(2R,3S,4S,6S)-6-[[(2R,3S,4S,5R,6R)-4,5-dihydroxy-6-[[(2S,5Z,9R,13E)-9-hydroxy-12-(methoxycarbonylamino)-13-(2-methylsulfanyldisulfanylethylidene)-11-oxo-2-bicyclo[7.3.1]trideca-1(12),5-dien-3,7-diynyl]oxy]-2-methyl-oxan-3-yl]amino]oxy-4-hydroxy-2-methyl-oxan-3-yl] 4-[(2S,3R,4R,5S,6S)-3,5-dihydroxy-4-methoxy-6-methyl-oxan-2-yl]oxy-5-iodo-2,3-dimethoxy-6-methyl-benzenecarbothioate",CLJ,,,REL
CLY,CLINDAMYCIN,,CLY,,DB01190,REL
CM0,"5-(CARBOXYMETHOXY) URIDINE-5'-MONOPHOSPHATE
",,CM0,,,REL
CM5,5-CYCLOHEXYL-1-PENTYL-BETA-D-MALTOSIDE,5-CYCLOHEXYLPENTYL 4-O-ALPHA-D-GLUCOPYRANOSYL-BETA-D-GLUCOPYRANOSIDE<br> CYMAL-5,CM5,,DB04664,REL
CMD,3'-DESAMINO-3'-(3-CYANO-4-MORPHOLINYL)-DOXORUBICIN,,CMD,,,REL
CMK,CYTIDINE 5'-MONOPHOSPHATE 3-DEOXY-BETA-D-GULO-OCT-2-ULO-PYRANOSONIC ACID,CMP-2-KETO-3-DEOXY-OCTULOSONIC ACID,CMK,,DB04482,REL
CMP,"ADENOSINE-3',5'-CYCLIC-MONOPHOSPHATE",CYCLIC AMP<br> CAMP,CMP,,DB02527,REL
CMR,2'-DEOXY-CYTIDINE-5'-RP-MONOMETHYLPHOSPHONATE,,CMR,DC,,REL
CMX,CARBOXYMETHYLDETHIA COENZYME *A,,CMX,,,REL
CNA,CARBA-NICOTINAMIDE-ADENINE-DINUCLEOTIDE,,CNA,,DB02498,REL
CND,5-BETA-D-RIBOFURANOSYLNICOTINAMIDE ADENINE DINUCLEOTIDE,,CND,,DB03020,REL
CNK,"(2~{R},3~{S},4~{R},5~{R},6~{S})-2-(hydroxymethyl)-6-(5-naphthalen-1-yl-4~{H}-1,2,4-triazol-3-yl)oxane-3,4,5-triol",,CNK,,,REL
CNP,2-propenyl-N-acetyl-neuraminic acid,2-PROPENYL-N-ACETYL-NEURAMIC ACID,CNP,,DB01716,REL
CNU,5-CYANO-URIDINE-5'-MONOPHOSPHATE,5-cyano-UMP<br> 5-cyanouridine 5'-(dihydrogen phosphate),CNU,U,,REL
CNY,"13,15-DIAMINO-2-(AMINOMETHYL)-3,4,9,12-TETRAHYDROXYHEXADECAHYDRO-2H-7,10-EPOXYPYRANO[2,3-B][1,10,4]BENZODIOXAZACYCLODODECIN-8-YL 2,6-DIAMINO-2,6-DIDEOXYHEXOPYRANOSIDE",CYCLIC NEOMYCIN,CNY,,DB00994,REL
CO6,ISOBUTYRYL-COENZYME A,IB-CO6,CO6,,,REL
CO7,"S-{(9R,13R,15S)-17-[(2R,3R,4R,5R)-5-(6-amino-9H-purin-9-yl)-3-hydroxy-4-(phosphonooxy)tetrahydrofuran-2-yl]-9,13,15-trihydroxy-10,10-dimethyl-13,15-dioxido-4,8-dioxo-12,14,16-trioxa-3,7-diaza-13,15-diphosphaheptadec-1-yl}(2E)-but-2-enethioate",,CO7,,,REL
CO8,OCTANOYL-COENZYME A,,CO8,,DB02910,REL
COB,CO-METHYLCOBALAMIN,,COB,,DB03614,REL
COF,TRIFLUOROACETONYL COENZYME A,,COF,,DB01969,REL
COK,"[(2R,3S,4R,5R)-5-(6-AMINO-9H-PURIN-9-YL)-4-HYDROXY-3-(PHOSPHONOOXY)TETRAHYDROFURAN-2-YL]METHYL
(3R)-3-HYDROXY-4-{[3-({2-[(2-HYDROXYETHYL)DITHIO]ETHYL}AMINO)-3-OXOPROPYL]AMINO}-2,2-DIMETHYL-4-OXOBUTYL DIHYDROGEN
DIPHOSPHATE
",S-(THIOETHYLHYDROXY)COENZYME A,COK,,,REL
COO,CROTONYL COENZYME A,,COO,,,REL
COS,COENZYME A PERSULFIDE,,COS,,DB04036,REL
COT,COA-S-ACETYL TRYPTAMINE,,COT,,DB02931,REL
COW,Anthraniloyl-coenzyme A,,COW,,,REL
COY,CO-(ADENIN-9-YL-PENTYL)-COBALAMIN,,COY,,,REL
COZ,COENZYME A,,COZ,,,REL
CPG,GUANOSINE-5'-PHOSPHATE,,CPG,,,OBS
CPR,"6-CHLOROPURINE RIBOSIDE, 5'-MONOPHOSPHATE
",,CPR,,DB03948,REL
CQI,"[(2~{S},3~{S},4~{S},5~{R},6~{S})-6-[(2~{S})-3-butanoyloxy-2-heptanoyloxy-propoxy]-3,4,5-tris(oxidanyl)oxan-2-yl]methanesulfonic acid",sulfoquinovosyl diacylglycerol,CQI,,,REL
CQM,Citramalyl-CoA,,CQM,,,REL
CQX,"(2S,3S,4S,5S,6R)-2-(2-decoxyethoxy)-6-(hydroxymethyl)oxane-3,4,5-triol",3-Oxatridecyl-alpha-D-mannopyranoside,CQX,,,REL
CR1,N-(methoxycarbonyl)-beta-D-glucopyranosylamine,"1-DEOXY-1-METHOXYCARBAMIDO-BETA-D-GLUCOPYRANOSE<br> N-(methoxycarbonyl)-beta-D-glucosylamine<br>
N-(methoxycarbonyl)-D-glucosylamine<br> N-(methoxycarbonyl)-glucosylamine
",CR1,,DB03657,REL
CR6,1-DEOXY-1-ACETYLAMINO-BETA-D-GLUCO-2-HEPTULOPYRANOSONAMIDE,,CR6,,DB04544,REL
CRA,1-DEOXY-1-METHOXYCARBAMIDO-BETA-D-GLUCO-2-HEPTULOPYRANOSONAMIDE,,CRA,,DB04013,REL
CS8,3-THIAOCTANOYL-COENZYME A,,CS8,,DB03415,REL
CSF,CYTIDINE-5'-MONOPHOSPHATE-3-FLUORO-N-ACETYL-NEURAMINIC ACID,CMP-3FNEUAC,CSF,C,,REL
CSG,2'-amino-2'-deoxycytidine 5'-(tetrahydrogen triphosphate),2'-amino-2'-deoxycytidine-5'-triphosphate,CSG,,,REL
CSL,(D)-2'-METHYLSELENYL-2'-DEOXYCYTIDINE-5'-PHOSPHATE,(D)-2'-DEOXY-2'-SE-METHYLCYTIDINE-5'-PHOSPHATE,CSL,DC,,REL
CSM,"1-{2,5-anhydro-6-O-methyl-4-[(phosphonooxy)methyl]-alpha-L-mannofuranosyl}pyrimidine-2,4(1H,3H)-dione",,CSM,,,REL
CSQ,"O-[(2R,3S,4R,5R)-5-(4-amino-2-oxopyrimidin-1(2H)-yl)-4-hydroxy-2-(hydroxymethyl)tetrahydrofuran-3-yl] O-{[(2R,3S,4R,5R)-5-(2,4-dioxo-3,4-dihydropyrimidin-1(2H)-yl)-3,4-dihydroxytetrahydrofuran-2-yl]methyl} hydrogen (R)-phosphorothioate",,CSQ,,,REL
CSV,"O-[(2R,3S,4R,5R)-5-(4-amino-2-oxopyrimidin-1(2H)-yl)-4-hydroxy-2-(hydroxymethyl)tetrahydrofuran-3-yl] O-{[(2R,3S,4R,5R)-5-(2,4-dioxo-3,4-dihydropyrimidin-1(2H)-yl)-3,4-dihydroxytetrahydrofuran-2-yl]methyl} hydrogen (S)-phosphorothioate",,CSV,,,REL
CT3,beta-D-glucopyranosyl-(1->4)-beta-D-glucopyranosyl-(1->4)-beta-D-glucopyranose,Beta-CELLOTRIOSE,CT3,,,OBS
CTD,3-DEAZACYTIDINE,,CTD,,DB04385,REL
CTG,"(5R,6S)-5,6-DIHYDRO-5,6-DIHYDROXYTHYMIDINE-5'-MONOPHOSPHATE",,CTG,DT,,REL
CTN,4-AMINO-1-BETA-D-RIBOFURANOSYL-2(1H)-PYRIMIDINONE,CYTIDINE,CTN,,DB02097,REL
CTO,TRIACETYLCHITOTRIOSE,CHITOTRIOSE,CTO,,,OBS
CTP,CYTIDINE-5'-TRIPHOSPHATE,,CTP,,DB02431,REL
CTQ,"(2~{R},4~{R},5~{S},6~{S})-6-[(1~{R})-1,2-bis(oxidanyl)ethyl]-2-[[(2~{R},3~{S},4~{S},5~{R},6~{S})-5-[[(3~{R})-3-dodecanoyloxytetradecanoyl]amino]-6-[[(2~{R},3~{R},4~{R},5~{S},6~{S})-3-oxidanyl-5-[[(3~{R})-3-oxidanyltetradecanoyl]amino]-4-[(3~{R})-3-oxidanyltetradecanoyl]oxy-6-phosphonooxy-oxan-2-yl]methoxy]-3-phosphonooxy-4-[(3~{S})-3-tetradecanoyloxytetradecanoyl]oxy-oxan-2-yl]methoxy]-4,5-bis(oxidanyl)oxane-2-carboxylic acid",,CTQ,,,REL
CTR,CELLOTRIOSE,Dextrin,CTR,,,OBS
CTT,beta-D-glucopyranosyl-(1->4)-beta-D-glucopyranosyl-(1->4)-beta-D-glucopyranosyl-(1->4)-beta-D-glucopyranose,CELLOTETRAOSE,CTT,,,OBS
CTY,CLARITHROMYCIN,,CTY,,DB01211,REL
CU0,"[(2~{R},3~{S},4~{S})-3,4-bis(oxidanyl)oxolan-2-yl]methyl phosphono hydrogen phosphate",,CU0,,,REL
CUU,"[(2~{S},4~{R},5~{R})-5-(6-aminopurin-9-yl)-4-oxidanyl-oxolan-2-yl]methyl phosphono hydrogen phosphate",,CUU,,,REL
CV1,"(2R,3R,4S,5R,13R,14S,15R,16R)-24-amino-18-bromo-3,4,14,15-tetrahydroxy-7,9,11,25,26-pentaoxa-17,19,22-triaza-1-azonia-8
,10-diphosphapentacyclo[18.3.1.1^2,5^.1^13,16^.0^17,21^]hexacosa-1(24),18,20,22-tetraene-8,10-diolate 8,10-dioxide
",8-BROMO-CYCLIC-ADP-RIBOSE,CV1,,,REL
CV9,"(2~{R},3~{R},5~{S},6~{E},8~{E},10~{Z},12~{S},13~{R},16~{Z},18~{E},20~{Z},22~{E},24~{R},25~{S},26~{E},28~{Z})-13-[(2~{S},3~{S},5~{S})-3,5-bis(oxidanyl)hexan-2-yl]-25-[(2~{R},3~{R},4~{S},5~{R},6~{R})-3,4-dimethoxy-6-methyl-5-oxidanyl-oxan-2-yl]oxy-3-methoxy-2,12,22,24-tetramethyl-5-oxidanyl-14,32-dioxa-33-azabicyclo[28.2.1]tritriaconta-1(33),6,8,10,16,18,20,22,26,28,30-undecaen-15-one",,CV9,,,REL
CVC,"[(1~{R},5~{R},6~{R},8~{R})-6-(4-azanyl-2-oxidanylidene-pyrimidin-1-yl)-3,3-bis(oxidanyl)-2,4,7-trioxa-3$l^{4}-vanadabicyclo[3.3.0]octan-8-yl]methyl dihydrogen phosphate",,CVC,,,REL
CVM,CYMAL-4,4-CYCLOHEXYLBUTYL 4-O-ALPHA-D-GLUCOPYRANOSYL-BETA-D-GLUCOPYRANOSIDE,CVM,,,REL
CVR,"Cyclic adenosine 5'-diphosphocarbocyclic ribose
",,CVR,,,REL
CW1,Cotylenin A,,CW1,,,REL
CW7,Cotylenin A,"(1R,3aR,5R,6R,9aR,10aS)-6-({(1S,2R,4S,5S,6R,8S,9S)-5-hydroxy-2-(methoxymethyl)-9-methyl-9-[(2S)-oxiran-2-yl]-3,7,10,11-tetraoxatricyclo[6.2.1.0~1,6~]undec-4-yl}oxy)-1-(methoxymethyl)-9a-methyl-4-methylidene-7-(propan-2-yl)-1,2,3,3a,4,5,6,8,9,9a,10,10a-dodecahydrodicyclopenta[a,d][8]annulene-1,5-diol",CW7,,,REL
CWH,"[(2~{S},5~{R},8~{S},11~{S})-1-[(2~{R},3~{R},5~{R},6~{S})-3,5-dimethyl-6-oxidanyl-4-oxidanylidene-oxan-2-yl]-5,11-dimeth
yl-8-oxidanyl-13-[[(2~{S})-2-oxidanylpropanoyl]amino]tridecan-2-yl] ethanoate
",LC-KA05,CWH,,,REL
CWK,3'-chloro-4'-(alpha-D-mannopyranosyloxy)biphenyl-4-carbonitrile,,CWK,,,REL
CWX,"4'-(alpha-D-Mannopyranosyloxy)-biphenyl-4-methyl sulfonamide
",,CWX,,,REL
CX0,"[(2~{R},3~{S},4~{R},5~{R})-5-[2,6-bis(azanyl)purin-9-yl]-3,4-bis(oxidanyl)oxolan-2-yl]methyl phosphono hydrogen phosphate",,CX0,,,REL
CXC,"[[(2~{R},3~{S},4~{R},5~{R})-5-[2,6-bis(azanyl)purin-9-yl]-3,4-bis(oxidanyl)oxolan-2-yl]methoxy-oxidanyl-phosphoryl] phosphono hydrogen phosphate",,CXC,,,REL
CXR,CYCLIC ADENOSINE DIPHOSPHATE-RIBOSE,CYCLIC ADP-RIBOSE,CXR,,,REL
CXT,Carboxyatractyloside,,CXT,,DB02426,REL
CXY,CYTIDINE-5'-DIPHOSPHO-BETA-D-XYLOSE,,CXY,,DB03069,REL
CYU,CALYCULIN A,,CYU,,DB02860,REL
CZC,"[(2~{R},3~{S},4~{R},5~{R})-5-[2,6-bis(oxidanylidene)-3~{H}-purin-9-yl]-3,4-bis(oxidanyl)oxolan-2-yl]methyl phosphono hydrogen phosphate",xanthosine diphosphate,CZC,,,REL
CZF,"[[(2~{R},3~{S},4~{R},5~{R})-5-[2,6-bis(oxidanylidene)-3~{H}-purin-9-yl]-3,4-bis(oxidanyl)oxolan-2-yl]methoxy-oxidanyl-phosphoryl] phosphono hydrogen phosphate",xanthosine triphosphate,CZF,,,REL
CZJ,"(3s,5s,7s)-N-{7-[(3-O-carbamoyl-6-deoxy-5-methyl-4-O-methyl-beta-D-gulopyranosyl)oxy]-4-hydroxy-8-methyl-2-oxo-2H-1-ben
zopyran-3-yl}tricyclo[3.3.1.1~3,7~]decane-1-carboxamide
",novobiocin derivative,CZJ,,,REL
CZU,"[[(2~{R},3~{S},4~{R},5~{R})-3,4-bis(oxidanyl)-5-(6-oxidanylidene-1~{H}-purin-9-yl)oxolan-2-yl]methoxy-oxidanyl-phosphoryl] phosphono hydrogen phosphate",Inosine-5'-triphosphate,CZU,,,REL
D00,"2'-deoxy-N-ethylcytidine 5'-(dihydrogen phosphate)
",,D00,DC,,REL
D0N,"(2~{R},3~{R},4~{S},5~{S},6~{R})-2-[(2~{R},3~{R},4~{R},5~{S},6~{S})-4-fluoranyl-2-(hydroxymethyl)-5,6-bis(oxidanyl)oxan-
 3-yl]oxy-6-(hydroxymethyl)oxane-3,4,5-triol
",,D0N,,,OBS
D0Y,"(6R)-3-[(2-chlorophenyl)sulfanyl]-6-{3-[(4-fluorophenyl)amino]phenyl}-4-hydroxy-6-(thiophen-3-yl)-5,6-dihydro-2H-pyran-2-one",,D0Y,,,REL
D1F,"1-(beta-D-glucopyranosyl)-5-(hept-1-yn-1-yl)pyrimidine-2,4(1H,3H)-dione",,D1F,,,REL
D1I,"3-(beta-D-glucopyranosyl)-6-pentylfuro[2,3-d]pyrimidin-2(3H)-one",,D1I,,,REL
D1J,"1-(beta-D-glucopyranosyl)-5-(pent-1-yn-1-yl)pyrimidine-2,4(1H,3H)-dione",,D1J,,,REL
D1K,"3-(beta-D-glucopyranosyl)-6-propylfuro[2,3-d]pyrimidin-2(3H)-one",,D1K,,,REL
D1M,"5-ethynyl-1-(beta-D-glucopyranosyl)pyrimidine-2,4(1H,3H)-dione","5-ethynyl-1-(beta-D-glucosyl)pyrimidine-2,4(1H,3H)-dione<br> 5-ethynyl-1-(D-glucosyl)pyrimidine-2,4(1H,3H)-dione<br>
5-ethynyl-1-(glucosyl)pyrimidine-2,4(1H,3H)-dione
",D1M,,,REL
D1P,2'-DEOXY-RIBOFURANOSE-5'-PHOSPHATE,ABASIC DEOXYRIBOSE,D1P,,,OBS
D2Y,"methyl 2-acetamido-4-O-{2-acetamido-4,6-O-[(1S)-1-carboxyethylidene]-2-deoxy-beta-D-mannopyranosyl}-2-deoxy-beta-D-glucopyranoside",,D2Y,,,REL
D3,1-(2-DEOXY-BETA-D-RIBOFURANOSYL)-4-(3-BENZAMIDO)PHENYLIMIDAZOLE,,D3,,,REL
D33,1-(2-deoxy-5-O-phosphono-beta-D-erythro-pentofuranosyl)-1H-imidazole,,D33,,,REL
D3N,1-(2-deoxy-5-O-phosphono-beta-D-erythro-pentofuranosyl)-1H-perimidin-2(3H)-one,,D3N,,,REL
D3S,"(6S)-3-[(2-chlorophenyl)sulfanyl]-4-hydroxy-6-(2-hydroxyphenyl)-6-phenyl-5,6-dihydro-2H-pyran-2-one",,D3S,,,REL
D3U,2-PCPA derivative,,D3U,,,REL
D3X,"N-hydroxy-2-{[(4-methoxyphenyl)sulfonyl](2-{[(2R,3R,4S,5S,6R)-3,4,5-trihydroxy-6-(hydroxymethyl)tetrahydro-2H-pyran-2-yl]oxy}ethyl)amino}acetamide",,D3X,,,REL
D3Y,3'-deoxy-3'-(D-tyrosylamino)adenosine,,D3Y,,,REL
D3Z,"1-(5-deoxy-beta-L-xylofuranosyl)pyrimidine-2,4(1H,3H)-dione",,D3Z,,,REL
D4A,"(6R)-3-[(2-chlorophenyl)sulfanyl]-6-{6-[(4-fluorophenyl)amino]pyridin-2-yl}-4-hydroxy-6-(thiophen-3-yl)-5,6-dihydro-2H-pyran-2-one",,D4A,,,REL
D4B,"[(2~{R},3~{S},5~{R})-5-[4-azanyl-5-[2-(4-ethynylphenyl)ethynyl]-2-oxidanylidene-pyrimidin-1-yl]-3-oxidanyl-oxolan-2-yl]methyl dihydrogen phosphate",,D4B,DC,,REL
D4F,"[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-bis(oxidanyl)oxolan-2-yl]methoxy-oxidanyl-phosphoryl] (4S)-2-(6-oxidanyl-1,3-benzothiazol-2-yl)-4,5-dihydro-1,3-thiazole-4-carboxylate",Luciferyl adenylate,D4F,,,REL
D4I,"methyl 2-acetamido-4,6-O-[(1S)-1-carboxyethylidene]-2-deoxy-beta-D-mannopyranosyl-(1->4)-2-acetamido-2-deoxy-beta-D-glucopyranosyl-(1->3)-2-acetamido-4,6-O-[(1S)-1-carboxyethylidene]-2-deoxy-beta-D-mannopyranoside",,D4I,,,REL
D4S,"(6R)-6-(3-aminophenyl)-3-[(2-chlorophenyl)sulfanyl]-4-hydroxy-6-(thiophen-3-yl)-5,6-dihydro-2H-pyran-2-one",,D4S,,,REL
D51,"[(2R,3S,4R,5R)-5-(6-amino-9H-purin-9-yl)-3,4-dihydroxytetrahydrofuran-2-yl]methyl (2R,3S,4S)-5-[(1R,3S,3aS,7aS)-1-amino-1,10,11-trimethyl-4,6-dioxo-3-phenyl-2,3,5,6,7,7a-hexahydro-1H-benzo[g]pyrrolo[2,1-e]pteridin-8(4H)-yl]-2,3,4-trihydroxypentyl dihydrogen diphosphate
",,D51,,,REL
D52,"[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-bis(oxidanyl)oxolan-2-yl]methoxy-oxidanyl-phosphoryl] [(2R,3S,4S)-5-[5-[(1S)-1-azanyl-1,3-diphenyl-propyl]-7,8-dimethyl-2,4-bis(oxidanylidene)-4aH-benzo[g]pteridin-10-yl]-2,3,4-tris(oxidanyl)pentyl] hydrogen phosphate
",,D52,,,REL
D5E,paromamine,,D5E,PA1,,REL
D5G,(2S)-4-METHYL-2-(3-PHENYLTHIOUREIDO)-N-((3S)-TETRAHYDRO-2-HYDROXY-3-FURANYL)PENTANAMIDE,SNJ-1715,D5G,,DB07627,REL
D5M,2'-DEOXYADENOSINE-5'-MONOPHOSPHATE,,D5M,,,REL
D5V,"(1S,2S,3S,4R,5R)-2-amino-4-(phenylsulfanyl)-6,8-dioxabicyclo[3.2.1]octan-3-ol",,D5V,,,REL
D69,"[[(2R,3S,4S)-5-[(4aS,10aS)-4a-[(1S)-3-azanylidene-1,4-diphenyl-butyl]-7,8-dimethyl-2,4-bis(oxidanylidene)-5,10a-dihydro-1H-benzo[g]pteridin-10-yl]-2,3,4-tris(oxidanyl)pentoxy]-oxidanyl-phosphoryl] [(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-bis(oxidanyl)oxolan-2-yl]methyl hydrogen phosphate
",,D69,,,REL
D6D,"(1S,2S,3S,4R,5R)-2-amino-4-[(2S)-2-(hydroxymethyl)pyrrolidin-1-yl]-6,8-dioxabicyclo[3.2.1]octan-3-ol",,D6D,,,REL
D6G,2-deoxy-6-O-phosphono-alpha-D-glucopyranose,"2-deoxy-6-O-phosphono-alpha-D-arabino-hexopyranose<br> 2-deoxy-alpha-D-glucopyranose 6-phosphate<br>
2-deoxy-6-O-phosphono-alpha-D-glucose<br> 2-deoxy-6-O-phosphono-D-glucose<br> 2-deoxy-6-O-phosphono-glucose
",D6G,,,REL
D6S,"(1S,2S,3S,4R,5R)-2-amino-4-[benzyl(methyl)amino]-6,8-dioxabicyclo[3.2.1]octan-3-ol",,D6S,,,REL
D70,"[(2R,3S,4R,5R)-5-(6-amino-9H-purin-9-yl)-3,4-dihydroxytetrahydrofuran-2-yl]methyl (2R,3S,4S)-2,3,4-trihydroxy-5-[(4aS,10aS)-4a-[(1S,3E)-3-imino-1-phenylpentyl]-7,8-dimethyl-2,4-dioxo-1,3,4,4a,5,10a-hexahydrobenzo[g]pteridin-10(2H)-yl]pentyl dihydrogen diphosphate
",,D70,,,REL
D73,"[(2R,3S,4R,5R)-5-(6-amino-9H-purin-9-yl)-3,4-dihydroxytetrahydrofuran-2-yl]methyl (2R,3S,4S)-2,3,4-trihydroxy-5-[(4aS)-4a-[(1S,3E)-3-imino-1-phenylbutyl]-7,8-dimethyl-2,4-dioxo-3,4,4a,5-tetrahydrobenzo[g]pteridin-10(2H)-yl]pentyl dihydrogen diphosphate",,D73,,,REL
D75,DAIDZEIN-7-O-GLUCURONIDE,,D75,,,REL
D8J,"2-amino-1,4-anhydro-2,5-dideoxy-5-[(4-fluorobenzene-1-carbonyl)amino]-D-arabinitol",,D8J,,,REL
D8M,"2-[(2S,3R,4S,5R)-5-(aminomethyl)-3,4-dihydroxytetrahydrofuran-2-yl]-N-(pyridin-2-ylmethyl)acetamide",,D8M,,,REL
D8Z,Artemether,,D8Z,,DB06697,REL
D95,Artesunate,,D95,,DB09274,REL
D97,"(1S,2S,3S,4R,5R)-4-(morpholin-4-yl)-2-[(quinolin-3-ylmethyl)amino]-6,8-dioxabicyclo[3.2.1]octan-3-ol",,D97,,,REL
D9D,"(1S,2S,3S,4R,5R)-2-({[5-(hydroxymethyl)furan-2-yl]methyl}amino)-4-(morpholin-4-yl)-6,8-dioxabicyclo[3.2.1]octan-3-ol",,D9D,,,REL
D9J,"(2~{S},3~{R},4~{R},5~{R},6~{R})-4-[4-[4-chloranyl-3,5-bis(fluoranyl)phenyl]-1,2,3-triazol-1-yl]-2-[2-[5-chloranyl-2-(trifluoromethyl)phenyl]-5-methyl-1,2,4-triazol-3-yl]-6-(hydroxymethyl)oxane-3,5-diol",,D9J,,,REL
D9M,"(1S,2S,3S,4R,5R)-4-(morpholin-4-yl)-2-[(pyridin-4-ylmethyl)amino]-6,8-dioxabicyclo[3.2.1]octan-3-ol",,D9M,,,REL
D9V,"(1S,2S,3S,4R,5R)-2-[(furan-2-ylmethyl)amino]-4-(piperidin-1-yl)-6,8-dioxabicyclo[3.2.1]octan-3-ol",,D9V,,,REL
D9Y,"1-cyclohexyl-3-[(1S,2S,3S,4R,5R)-3-hydroxy-4-(piperidin-1-yl)-6,8-dioxabicyclo[3.2.1]octan-2-yl]urea",,D9Y,,,REL
DA8,octyl 3-deoxy-2-O-(6-deoxy-alpha-L-galactopyranosyl)-beta-D-xylo-hexopyranoside,"Alpha-L-Fucp-(1,2)-Beta-D-3-deoxy-Galp-O(CH2)7CH3",DA8,,DB07633,REL
DAF,"4,6-dideoxy-4-{[(1S,5R,6S)-3-formyl-5,6-dihydroxy-4-oxocyclohex-2-en-1-yl]amino}-alpha-D-xylo-hex-5-enopyranose","4,6-dideoxy-4-{[(1S,5R,6S)-3-formyl-5,6-dihydroxy-4-oxocyclohex-2-en-1-yl]amino}-alpha-D-xylo-hex-5-enose<br>
4,6-dideoxy-4-{[(1S,5R,6S)-3-formyl-5,6-dihydroxy-4-oxocyclohex-2-en-1-yl]amino}-D-xylo-hex-5-enose<br>
4,6-dideoxy-4-{[(1S,5R,6S)-3-formyl-5,6-dihydroxy-4-oxocyclohex-2-en-1-yl]amino}-xylo-hex-5-enose
",DAF,,DB04164,REL
DAG,"4-amino-4,6-dideoxy-beta-D-glucopyranose","4,6-DIDEOXY-4-AMINO-BETA-D-GLUCOPYRANOSIDE<br> 4-amino-4,6-dideoxy-beta-D-glucose<br> 4-amino-4,6-dideoxy-D-glucose<br>
4-amino-4,6-dideoxy-glucose
",DAG,,DB02469,REL
DAK,"4-(N,N-DIMETHYLAMINO)CINNAMOYL-COA",,DAK,,DB04117,REL
